W12035, 10
W12037, 1
W12039, 6
W12042, 11
W12048, 6
W12050, 3
W12052, 4
W12055, 2
W12056, 1
W12058, 1
W12059, 2
W12060, 5
W12062, 5
W12063, 3
W12067, 2
W12154, 3
W12156, 1
W12335, 7
W12336, 2
W1818, 2
W1820, 1
W200045, 4
W20043, 2
W20044, 6
W20045, 4
W200542, 1
W200544, 10
W20056, 1
W20069, 1
W2007, 6
W20070, 9
W20087, 31
W20088, 12
W20095, 3
W2049, 2
W21231, 1
W2223, 1
W251110, 13550
W251111, 398
W251112, 92
W251113, 99
W251114, 100
W251130, 544
W252220, 593
W252230, 416
W28546, 10
W28548, 30362.17000003
W30016, 8
W30102, 1
W3017, 3
W3019, 4
W3021, 1
W302107, 6
W3022, 2
W30301, 1
W304510, 12
W3086, 10
W3088, 11
W31043, 2
W3130, 29
W3131, 16
W3132, 18
W3133, 10
W320003, 10
W320009, 1
W3200100, 1
W32001004, 52
W320025, 1
W32008, 12
W3201008, 2
W320101, 2
W320103, 23
W320106, 1
W32011, 16
W320134, 1
W320141, 2
W32016, 4
W32020, 1
W320241, 5
W320245, 2
W32027, 4
W32028, 3
W32035, 1
W32038, 2
W32040, 4
W32041, 8
W320422, 2
W32043, 1
W32046, 3
W32047, 7
W32048, 4
W32051, 12
W32056, 4
W32057, 5
W32058, 8
W32064, 10
W32065, 6
W32070, 2
W32071, 1
W32072, 1
W3207410, 1
W320748, 1
W320749, 3
W32080, 3
W32081, 5
W3209, 16
W32090, 1
W32094, 4
W32098, 1
W321008, 110
W32102, 1
W32113, 3
W32114, 5
W3212, 1
W32136, 3
W32138, 1
W32143, 1
W32144, 4
W321450, 1
W3214610, 1
W32149, 1
W32150, 6
W32157, 2
W32160, 1
W32169, 25
W32175, 3
W32182, 5
W32183, 4
W32184, 19
W32186, 1
W32188, 6
W32189, 14
W32190, 14
W32193, 3
W322016, 8
W322017, 3
W322019, 18
W322020, 3
W32210, 2
W322170, 4
W32226, 1
W32230, 3
W322340, 2
W32246, 20
W32254, 2
W32260, 49
W32265, 3
W32290, 3
W32322, 1
W324510, 4
W32452, 3
W32458, 1
W3246, 30
W3247, 20
W3248, 10
W32532, 1
W325454, 6
W32552, 1
W32554, 3
W32563, 1
W32566, 3
W326401, 5
W3264013, 2
W32641, 7
W3287, 2
W32883, 21
W32991, 5
W32998, 3
W329991, 11
W329993, 1
W329994, 4
W329996, 1
W330002, 2
W33001, 2
W33002, 7
W33010, 2
W33012, 6
W33022, 1
W33062, 1
W33063, 5
W33064, 40
W33066, 4
W33067, 15
W33069, 1
W3322, 1
W33239, 0.5
W33321, 5
